date,rank,song,artist,last-week,peak-rank,weeks-on-board
11/7/2020,49,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,42,10,4
11/7/2020,50,I Should Probably Go To Bed,Dan + Shay,43,42,13
10/31/2020,1,Mood,24kGoldn Featuring iann dior,1,1,11
10/31/2020,2,WAP,Cardi B Featuring Megan Thee Stallion,2,1,11
10/31/2020,3,Laugh Now Cry Later,Drake Featuring Lil Durk,3,2,10
10/31/2020,4,Blinding Lights,The Weeknd,4,1,47
10/31/2020,5,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,6,1,19
10/31/2020,6,I Hope,Gabby Barrett Featuring Charlie Puth,8,6,43
10/31/2020,7,Dynamite,BTS,5,1,9
10/31/2020,8,Rockstar,DaBaby Featuring Roddy Ricch,7,1,27
10/31/2020,9,Holy,Justin Bieber Featuring Chance The Rapper,14,3,5
10/31/2020,10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,10,10,10
10/31/2020,11,Watermelon Sugar,Harry Styles,9,1,31
10/31/2020,12,Before You Go,Lewis Capaldi,11,9,38
10/31/2020,13,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,13,6,16
10/31/2020,14,Lonely,Justin Bieber & benny blanco,,14,1
10/31/2020,15,Go Crazy,Chris Brown & Young Thug,15,9,24
10/31/2020,16,Got What I Got,Jason Aldean,16,16,21
10/31/2020,17,One Of Them Girls,Lee Brice,17,17,21
10/31/2020,18,Whats Poppin,Jack Harlow Featuring DaBaby; Tory Lanez & Lil Wayne,18,2,37
10/31/2020,19,Circles,Post Malone,19,1,60
10/31/2020,20,Be Like That,Kane Brown With Swae Lee & Khalid,20,20,15
10/31/2020,21,Dreams,Fleetwood Mac,12,1,22
10/31/2020,22,Come & Go,Juice WRLD x Marshmello,21,2,15
10/31/2020,23,Said Sum,Moneybagg Yo,33,23,16
10/31/2020,24,Kings & Queens,Ava Max,32,24,11
10/31/2020,25,What You Know Bout Love,Pop Smoke,29,25,7
10/31/2020,26,Bang!,AJR,26,26,16
10/31/2020,27,ily,Surf Mesa Featuring Emilee,28,27,22
10/31/2020,28,More Than My Hometown,Morgan Wallen,30,28,19
10/31/2020,29,Some Girls,Jameson Rodgers,34,29,11
10/31/2020,30,Wonder,Shawn Mendes,22,18,3
10/31/2020,31,Adore You,Harry Styles,25,6,46
10/31/2020,32,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,38,11,16
10/31/2020,33,Roses,SAINt JHN,31,4,31
10/31/2020,34,Break My Heart,Dua Lipa,27,13,30
10/31/2020,35,Whole Lotta Choppas,Sada Baby Featuring Nicki Minaj,,35,2
10/31/2020,36,Don't Start Now,Dua Lipa,35,2,51
10/31/2020,37,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,41,37,20
10/31/2020,38,Rags2Riches,Rod Wave Featuring ATR Son Son,39,12,17
10/31/2020,39,Franchise,Travis Scott Featuring Young Thug & M.I.A.,23,1,4
10/31/2020,40,Mood Swings,Pop Smoke Featuring Lil Tjay,37,17,16
10/31/2020,41,Love You Like I Used To,Russell Dickerson,51,41,7
10/31/2020,42,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,24,10,3
10/31/2020,43,I Should Probably Go To Bed,Dan + Shay,44,42,12
10/31/2020,44,Pretty Heart,Parker McCollum,47,44,15
10/31/2020,45,Lovin' On You,Luke Combs,42,23,17
10/31/2020,46,Popstar,DJ Khaled Featuring Drake,40,3,14
10/31/2020,47,Levitating,Dua Lipa Featuring DaBaby,54,47,3
10/31/2020,48,Midnight Sky,Miley Cyrus,50,14,10
10/31/2020,49,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,45,45,13
10/31/2020,50,Runnin,21 Savage & Metro Boomin,36,9,3
10/24/2020,1,Mood,24kGoldn Featuring iann dior,4,1,10
10/24/2020,2,WAP,Cardi B Featuring Megan Thee Stallion,3,1,10
10/24/2020,3,Laugh Now Cry Later,Drake Featuring Lil Durk,5,2,9
10/24/2020,4,Blinding Lights,The Weeknd,6,1,46
10/24/2020,5,Dynamite,BTS,2,1,8
10/24/2020,6,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,1,1,18
10/24/2020,7,Rockstar,DaBaby Featuring Roddy Ricch,7,1,26
10/24/2020,8,I Hope,Gabby Barrett Featuring Charlie Puth,8,8,42
10/24/2020,9,Watermelon Sugar,Harry Styles,11,1,30
10/24/2020,10,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,12,10,9
10/24/2020,11,Before You Go,Lewis Capaldi,13,9,37
10/24/2020,12,Dreams,Fleetwood Mac,21,1,21
10/24/2020,13,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,15
10/24/2020,14,Holy,Justin Bieber Featuring Chance The Rapper,14,3,4
10/24/2020,15,Go Crazy,Chris Brown & Young Thug,17,9,23
10/24/2020,16,Got What I Got,Jason Aldean,23,16,20
10/24/2020,17,One Of Them Girls,Lee Brice,20,17,20
10/24/2020,18,Whats Poppin,Jack Harlow Featuring DaBaby; Tory Lanez & Lil Wayne,16,2,36
10/24/2020,19,Circles,Post Malone,22,1,59
10/24/2020,20,Be Like That,Kane Brown With Swae Lee & Khalid,27,20,14
10/24/2020,21,Come & Go,Juice WRLD x Marshmello,24,2,14
10/24/2020,22,Wonder,Shawn Mendes,18,18,2
10/24/2020,23,Franchise,Travis Scott Featuring Young Thug & M.I.A.,25,1,3
10/24/2020,24,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,10,10,2
10/24/2020,25,Adore You,Harry Styles,28,6,45
10/24/2020,26,Bang!,AJR,35,26,15
10/24/2020,27,Break My Heart,Dua Lipa,29,13,29
10/24/2020,28,ily,Surf Mesa Featuring Emilee,41,28,21
10/24/2020,29,What You Know Bout Love,Pop Smoke,44,29,6
10/24/2020,30,More Than My Hometown,Morgan Wallen,38,30,18
10/24/2020,31,Roses,SAINt JHN,31,4,30
10/24/2020,32,Kings & Queens,Ava Max,46,32,10
10/24/2020,33,Said Sum,Moneybagg Yo,51,24,15
10/24/2020,34,Some Girls,Jameson Rodgers,45,34,10
10/24/2020,35,Don't Start Now,Dua Lipa,39,2,50
10/24/2020,36,Runnin,21 Savage & Metro Boomin,9,9,2
10/24/2020,37,Mood Swings,Pop Smoke Featuring Lil Tjay,36,17,15
10/24/2020,38,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,42,11,15
10/24/2020,39,Rags2Riches,Rod Wave Featuring ATR Son Son,49,12,16
10/24/2020,40,Popstar,DJ Khaled Featuring Drake,34,3,13
10/24/2020,41,One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,52,41,19
10/24/2020,42,Lovin' On You,Luke Combs,40,23,16
10/24/2020,43,If The World Was Ending,JP Saxe Featuring Julia Michaels,43,27,29
10/24/2020,44,I Should Probably Go To Bed,Dan + Shay,54,42,11
10/24/2020,45,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,58,45,12
10/24/2020,46,Tap In,Saweetie,47,20,14
10/24/2020,47,Pretty Heart,Parker McCollum,63,47,14
10/24/2020,48,My Ex's Best Friend,Machine Gun Kelly X blackbear,50,28,9
10/24/2020,49,24,Money Man Featuring Lil Baby,60,49,9
10/24/2020,50,Midnight Sky,Miley Cyrus,55,14,9
10/17/2020,1,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,8,1,17
10/17/2020,2,Dynamite,BTS,2,1,7
10/17/2020,3,WAP,Cardi B Featuring Megan Thee Stallion,3,1,9
10/17/2020,4,Mood,24kGoldn Featuring iann dior,5,4,9
10/17/2020,5,Laugh Now Cry Later,Drake Featuring Lil Durk,4,2,8
10/17/2020,6,Blinding Lights,The Weeknd,6,1,45
10/17/2020,7,Rockstar,DaBaby Featuring Roddy Ricch,7,1,25
10/17/2020,8,I Hope,Gabby Barrett Featuring Charlie Puth,10,8,41
10/17/2020,9,Runnin,21 Savage & Metro Boomin,,9,1
10/17/2020,10,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,,10,1
10/17/2020,11,Watermelon Sugar,Harry Styles,9,1,29
10/17/2020,12,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,14,12,8
10/17/2020,13,Before You Go,Lewis Capaldi,11,9,36
10/17/2020,14,Holy,Justin Bieber Featuring Chance The Rapper,12,3,3
10/17/2020,15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,14
10/17/2020,16,Whats Poppin,Jack Harlow Featuring DaBaby; Tory Lanez & Lil Wayne,13,2,35
10/17/2020,17,Go Crazy,Chris Brown & Young Thug,16,9,22
10/17/2020,18,Wonder,Shawn Mendes,,18,1
10/17/2020,19,Glock In My Lap,21 Savage & Metro Boomin,,19,1
10/17/2020,20,One Of Them Girls,Lee Brice,18,18,19
10/17/2020,21,Dreams,Fleetwood Mac,,1,20
10/17/2020,22,Circles,Post Malone,17,1,58
10/17/2020,23,Got What I Got,Jason Aldean,19,19,19
10/17/2020,24,Come & Go,Juice WRLD x Marshmello,20,2,13
10/17/2020,25,Franchise,Travis Scott Featuring Young Thug & M.I.A.,1,1,2
10/17/2020,26,Rich N*gga Sh*t,21 Savage & Metro Boomin Featuring Young Thug,,26,1
10/17/2020,27,Be Like That,Kane Brown With Swae Lee & Khalid,23,22,13
10/17/2020,28,Adore You,Harry Styles,24,6,44
10/17/2020,29,Break My Heart,Dua Lipa,25,13,28
10/17/2020,30,Don't Stop,Megan Thee Stallion Featuring Young Thug,,30,1
10/17/2020,31,Roses,SAINt JHN,22,4,29
10/17/2020,32,Slidin,21 Savage & Metro Boomin,,32,1
10/17/2020,33,Many Men,21 Savage & Metro Boomin,,33,1
10/17/2020,34,Popstar,DJ Khaled Featuring Drake,21,3,12
10/17/2020,35,Bang!,AJR,32,32,14
10/17/2020,36,Mood Swings,Pop Smoke Featuring Lil Tjay,27,17,14
10/17/2020,37,Fallin',Why Don't We,,37,1
10/17/2020,38,More Than My Hometown,Morgan Wallen,34,34,17
10/17/2020,39,Don't Start Now,Dua Lipa,33,2,49
10/17/2020,40,Lovin' On You,Luke Combs,26,23,15
10/17/2020,41,ily,Surf Mesa Featuring Emilee,35,35,20
10/17/2020,42,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,29,11,14
10/17/2020,43,If The World Was Ending,JP Saxe Featuring Julia Michaels,31,27,28
10/17/2020,44,What You Know Bout Love,Pop Smoke,40,40,5
10/17/2020,45,Some Girls,Jameson Rodgers,42,42,9
10/17/2020,46,Kings & Queens,Ava Max,37,37,9
10/17/2020,47,Tap In,Saweetie,30,20,13
10/17/2020,48,Outta Time,Bryson Tiller Featuring Drake,,48,1
10/17/2020,49,Rags2Riches,Rod Wave Featuring ATR Son Son,38,12,15
10/17/2020,50,My Ex's Best Friend,Machine Gun Kelly X blackbear,28,28,8
10/10/2020,1,Franchise,Travis Scott Featuring Young Thug & M.I.A.,,1,1
10/10/2020,2,Dynamite,BTS,1,1,6
10/10/2020,3,WAP,Cardi B Featuring Megan Thee Stallion,2,1,8
10/10/2020,4,Laugh Now Cry Later,Drake Featuring Lil Durk,4,2,7
10/10/2020,5,Mood,24kGoldn Featuring iann dior,5,5,8
10/10/2020,6,Blinding Lights,The Weeknd,7,1,44
10/10/2020,7,Rockstar,DaBaby Featuring Roddy Ricch,6,1,24
10/10/2020,8,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,9,7,16
10/10/2020,9,Watermelon Sugar,Harry Styles,8,1,28
10/10/2020,10,I Hope,Gabby Barrett Featuring Charlie Puth,10,10,40
10/10/2020,11,Before You Go,Lewis Capaldi,11,9,35
10/10/2020,12,Holy,Justin Bieber Featuring Chance The Rapper,3,3,2
10/10/2020,13,Whats Poppin,Jack Harlow Featuring DaBaby; Tory Lanez & Lil Wayne,12,2,34
10/10/2020,14,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,16,14,7
10/10/2020,15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,13
10/10/2020,16,Go Crazy,Chris Brown & Young Thug,13,9,21
10/10/2020,17,Circles,Post Malone,17,1,57
10/10/2020,18,One Of Them Girls,Lee Brice,22,18,18
10/10/2020,19,Got What I Got,Jason Aldean,21,19,18
10/10/2020,20,Come & Go,Juice WRLD x Marshmello,19,2,12
10/10/2020,21,Popstar,DJ Khaled Featuring Drake,14,3,11
10/10/2020,22,Roses,SAINt JHN,18,4,28
10/10/2020,23,Be Like That,Kane Brown With Swae Lee & Khalid,27,22,12
10/10/2020,24,Adore You,Harry Styles,23,6,43
10/10/2020,25,Break My Heart,Dua Lipa,25,13,27
10/10/2020,26,Lovin' On You,Luke Combs,26,23,14
10/10/2020,27,Mood Swings,Pop Smoke Featuring Lil Tjay,20,17,13
10/10/2020,28,My Ex's Best Friend,Machine Gun Kelly X blackbear,58,28,7
10/10/2020,29,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,30,11,13
10/10/2020,30,Tap In,Saweetie,28,20,12
10/10/2020,31,If The World Was Ending,JP Saxe Featuring Julia Michaels,31,27,27
10/10/2020,32,Bang!,AJR,33,32,13
10/10/2020,33,Don't Start Now,Dua Lipa,32,2,48
10/10/2020,34,More Than My Hometown,Morgan Wallen,34,34,16
10/10/2020,35,ily,Surf Mesa Featuring Emilee,37,35,19
10/10/2020,36,Said Sum,Moneybagg Yo,24,24,13
10/10/2020,37,Kings & Queens,Ava Max,38,37,8
10/10/2020,38,Rags2Riches,Rod Wave Featuring ATR Son Son,35,12,14
10/10/2020,39,Midnight Sky,Miley Cyrus,39,14,7
10/10/2020,40,What You Know Bout Love,Pop Smoke,56,40,4
10/10/2020,41,Life Is Good,Future Featuring Drake,36,2,38
10/10/2020,42,Some Girls,Jameson Rodgers,43,42,8
10/10/2020,43,I Should Probably Go To Bed,Dan + Shay,42,42,9
10/10/2020,44,Forget Me Too,Machine Gun Kelly & Halsey,,44,1
10/10/2020,45,Cool Again,Kane Brown,29,29,18
10/10/2020,46,Chasin' You,Morgan Wallen,40,16,36
10/10/2020,47,Epidemic,Polo G,,47,1
10/10/2020,48,Die From A Broken Heart,Maddie & Tae,44,22,25
10/10/2020,49,We Paid,Lil Baby & 42 Dugg,46,10,22
10/10/2020,50,Bloody Valentine,Machine Gun Kelly,,50,1
10/3/2020,1,Dynamite,BTS,2,1,5
10/3/2020,2,WAP,Cardi B Featuring Megan Thee Stallion,1,1,7
10/3/2020,3,Holy,Justin Bieber Featuring Chance The Rapper,,3,1
10/3/2020,4,Laugh Now Cry Later,Drake Featuring Lil Durk,3,2,6
10/3/2020,5,Mood,24kGoldn Featuring iann dior,6,5,7
10/3/2020,6,Rockstar,DaBaby Featuring Roddy Ricch,4,1,23
10/3/2020,7,Blinding Lights,The Weeknd,5,1,43
10/3/2020,8,Watermelon Sugar,Harry Styles,7,1,27
10/3/2020,9,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,8,7,15
10/3/2020,10,I Hope,Gabby Barrett Featuring Charlie Puth,11,10,39
10/3/2020,11,Before You Go,Lewis Capaldi,9,9,34
10/3/2020,12,Whats Poppin,Jack Harlow Featuring DaBaby; Tory Lanez & Lil Wayne,10,2,33
10/3/2020,13,Go Crazy,Chris Brown & Young Thug,13,9,20
10/3/2020,14,Popstar,DJ Khaled Featuring Drake,12,3,10
10/3/2020,15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,12
10/3/2020,16,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,22,16,6
10/3/2020,17,Circles,Post Malone,16,1,56
10/3/2020,18,Roses,SAINt JHN,14,4,27
10/3/2020,19,Come & Go,Juice WRLD x Marshmello,17,2,11
10/3/2020,20,Mood Swings,Pop Smoke Featuring Lil Tjay,26,17,12
10/3/2020,21,Got What I Got,Jason Aldean,21,21,17
10/3/2020,22,One Of Them Girls,Lee Brice,19,19,17
10/3/2020,23,Adore You,Harry Styles,18,6,42
10/3/2020,24,Said Sum,Moneybagg Yo,60,24,12
10/3/2020,25,Break My Heart,Dua Lipa,20,13,26
10/3/2020,26,Lovin' On You,Luke Combs,23,23,13
10/3/2020,27,Be Like That,Kane Brown With Swae Lee & Khalid,25,22,11
10/3/2020,28,Tap In,Saweetie,24,20,11
10/3/2020,29,Cool Again,Kane Brown,31,29,17
10/3/2020,30,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,27,11,12
10/3/2020,31,If The World Was Ending,JP Saxe Featuring Julia Michaels,30,27,26
10/3/2020,32,Don't Start Now,Dua Lipa,28,2,47
10/3/2020,33,Bang!,AJR,41,33,12
10/3/2020,34,More Than My Hometown,Morgan Wallen,39,34,15
10/3/2020,35,Rags2Riches,Rod Wave Featuring ATR Son Son,32,12,13
10/3/2020,36,Life Is Good,Future Featuring Drake,33,2,37
10/3/2020,37,ily,Surf Mesa Featuring Emilee,49,37,18
10/3/2020,38,Kings & Queens,Ava Max,57,38,7
10/3/2020,39,Midnight Sky,Miley Cyrus,34,14,6
10/3/2020,40,Chasin' You,Morgan Wallen,43,16,35
10/3/2020,41,Rain On Me,Lady Gaga & Ariana Grande,37,1,18
10/3/2020,42,I Should Probably Go To Bed,Dan + Shay,45,42,8
10/3/2020,43,Some Girls,Jameson Rodgers,62,43,7
10/3/2020,44,Die From A Broken Heart,Maddie & Tae,38,22,24
10/3/2020,45,Wishing Well,Juice WRLD,42,5,11
10/3/2020,46,We Paid,Lil Baby & 42 Dugg,46,10,21
10/3/2020,47,Say So,Doja Cat Featuring Nicki Minaj,48,1,38
10/3/2020,48,Savage,Megan Thee Stallion,40,1,28
10/3/2020,49,Cardigan,Taylor Swift,52,1,9
10/3/2020,50,Blueberry Faygo,Lil Mosey,47,8,33
9/26/2020,1,WAP,Cardi B Featuring Megan Thee Stallion,1,1,6
9/26/2020,2,Dynamite,BTS,2,1,4
9/26/2020,3,Laugh Now Cry Later,Drake Featuring Lil Durk,3,2,5
9/26/2020,4,Rockstar,DaBaby Featuring Roddy Ricch,4,1,22
9/26/2020,5,Blinding Lights,The Weeknd,5,1,42
9/26/2020,6,Mood,24kGoldn Featuring iann dior,6,6,6
9/26/2020,7,Watermelon Sugar,Harry Styles,7,1,26
9/26/2020,8,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,9,7,14
9/26/2020,9,Before You Go,Lewis Capaldi,11,9,33
9/26/2020,10,Whats Poppin,Jack Harlow Featuring DaBaby; Tory Lanez & Lil Wayne,8,2,32
9/26/2020,11,I Hope,Gabby Barrett Featuring Charlie Puth,12,10,38
9/26/2020,12,Popstar,DJ Khaled Featuring Drake,10,3,9
9/26/2020,13,Go Crazy,Chris Brown & Young Thug,14,9,19
9/26/2020,14,Roses,SAINt JHN,13,4,26
9/26/2020,15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,11
9/26/2020,16,Circles,Post Malone,16,1,55
9/26/2020,17,Come & Go,Juice WRLD x Marshmello,19,2,10
9/26/2020,18,Adore You,Harry Styles,18,6,41
9/26/2020,19,One Of Them Girls,Lee Brice,22,19,16
9/26/2020,20,Break My Heart,Dua Lipa,17,13,25
9/26/2020,21,Got What I Got,Jason Aldean,26,21,16
9/26/2020,22,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,38,22,5
9/26/2020,23,Lovin' On You,Luke Combs,23,23,12
9/26/2020,24,Tap In,Saweetie,20,20,10
9/26/2020,25,Be Like That,Kane Brown With Swae Lee & Khalid,24,22,10
9/26/2020,26,Mood Swings,Pop Smoke Featuring Lil Tjay,21,17,11
9/26/2020,27,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,27,11,11
9/26/2020,28,Don't Start Now,Dua Lipa,25,2,46
9/26/2020,29,The Bones,Maren Morris,28,12,52
9/26/2020,30,If The World Was Ending,JP Saxe Featuring Julia Michaels,30,27,25
9/26/2020,31,Cool Again,Kane Brown,36,31,16
9/26/2020,32,Rags2Riches,Rod Wave Featuring ATR Son Son,35,12,12
9/26/2020,33,Life Is Good,Future Featuring Drake,33,2,36
9/26/2020,34,Midnight Sky,Miley Cyrus,34,14,5
9/26/2020,35,My Window,YoungBoy Never Broke Again Featuring Lil Wayne,,35,1
9/26/2020,36,OK Not To Be OK,Marshmello & Demi Lovato,,36,1
9/26/2020,37,Rain On Me,Lady Gaga & Ariana Grande,37,1,17
9/26/2020,38,Die From A Broken Heart,Maddie & Tae,31,22,23
9/26/2020,39,More Than My Hometown,Morgan Wallen,53,39,14
9/26/2020,40,Savage,Megan Thee Stallion,32,1,27
9/26/2020,41,Bang!,AJR,51,41,11
9/26/2020,42,Wishing Well,Juice WRLD,43,5,10
9/26/2020,43,Chasin' You,Morgan Wallen,42,16,34
9/26/2020,44,Drug Addiction,YoungBoy Never Broke Again,,44,1
9/26/2020,45,I Should Probably Go To Bed,Dan + Shay,54,43,7
9/26/2020,46,We Paid,Lil Baby & 42 Dugg,47,10,20
9/26/2020,47,Blueberry Faygo,Lil Mosey,41,8,32
9/26/2020,48,Say So,Doja Cat Featuring Nicki Minaj,40,1,37
9/26/2020,49,ily,Surf Mesa Featuring Emilee,59,49,17
9/26/2020,50,Kacey Talk,YoungBoy Never Broke Again,87,50,5
9/19/2020,1,WAP,Cardi B Featuring Megan Thee Stallion,2,1,5
9/19/2020,2,Dynamite,BTS,1,1,3
9/19/2020,3,Laugh Now Cry Later,Drake Featuring Lil Durk,3,2,4
9/19/2020,4,Rockstar,DaBaby Featuring Roddy Ricch,4,1,21
9/19/2020,5,Blinding Lights,The Weeknd,5,1,41
9/19/2020,6,Mood,24kGoldn Featuring iann dior,8,6,5
9/19/2020,7,Watermelon Sugar,Harry Styles,6,1,25
9/19/2020,8,Whats Poppin,Jack Harlow Featuring DaBaby; Tory Lanez & Lil Wayne,7,2,31
9/19/2020,9,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,9,7,13
9/19/2020,10,Popstar,DJ Khaled Featuring Drake,24,3,8
9/19/2020,11,Before You Go,Lewis Capaldi,10,10,32
9/19/2020,12,I Hope,Gabby Barrett Featuring Charlie Puth,12,10,37
9/19/2020,13,Roses,SAINt JHN,11,4,25
9/19/2020,14,Go Crazy,Chris Brown & Young Thug,14,9,18
9/19/2020,15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,17,6,10
9/19/2020,16,Circles,Post Malone,15,1,54
9/19/2020,17,Break My Heart,Dua Lipa,16,13,24
9/19/2020,18,Adore You,Harry Styles,18,6,40
9/19/2020,19,Come & Go,Juice WRLD x Marshmello,19,2,9
9/19/2020,20,Tap In,Saweetie,21,20,9
9/19/2020,21,Mood Swings,Pop Smoke Featuring Lil Tjay,20,17,10
9/19/2020,22,One Of Them Girls,Lee Brice,33,22,15
9/19/2020,23,Lovin' On You,Luke Combs,26,23,11
9/19/2020,24,Be Like That,Kane Brown With Swae Lee & Khalid,22,22,9
9/19/2020,25,Don't Start Now,Dua Lipa,23,2,45
9/19/2020,26,Got What I Got,Jason Aldean,31,26,15
9/19/2020,27,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,29,11,10
9/19/2020,28,The Bones,Maren Morris,28,12,51
9/19/2020,29,Hit Different,SZA Featuring Ty Dolla $ign,,29,1
9/19/2020,30,If The World Was Ending,JP Saxe Featuring Julia Michaels,27,27,24
9/19/2020,31,Die From A Broken Heart,Maddie & Tae,25,22,22
9/19/2020,32,Savage,Megan Thee Stallion,30,1,26
9/19/2020,33,Life Is Good,Future Featuring Drake,39,2,35
9/19/2020,34,Midnight Sky,Miley Cyrus,37,14,4
9/19/2020,35,Rags2Riches,Rod Wave Featuring ATR Son Son,32,12,11
9/19/2020,36,Cool Again,Kane Brown,41,36,15
9/19/2020,37,Rain On Me,Lady Gaga & Ariana Grande,34,1,16
9/19/2020,38,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,54,38,4
9/19/2020,39,Death Bed,Powfu Featuring beabadoobee,36,23,26
9/19/2020,40,Say So,Doja Cat Featuring Nicki Minaj,46,1,36
9/19/2020,41,Blueberry Faygo,Lil Mosey,35,8,31
9/19/2020,42,Chasin' You,Morgan Wallen,47,16,33
9/19/2020,43,Wishing Well,Juice WRLD,40,5,9
9/19/2020,44,Nobody's Love,Maroon 5,48,41,7
9/19/2020,45,Girls In The Hood,Megan Thee Stallion,44,28,11
9/19/2020,46,Heather,Conan Gray,51,46,4
9/19/2020,47,We Paid,Lil Baby & 42 Dugg,50,10,19
9/19/2020,48,Intentions,Justin Bieber Featuring Quavo,49,5,31
9/19/2020,49,Ice Cream,BLACKPINK X Selena Gomez,13,13,2
9/19/2020,50,Like That,Doja Cat Featuring Gucci Mane,53,50,15
9/12/2020,1,Dynamite,BTS,1,1,2
9/12/2020,2,WAP,Cardi B Featuring Megan Thee Stallion,2,1,4
9/12/2020,3,Laugh Now Cry Later,Drake Featuring Lil Durk,3,2,3
9/12/2020,4,Rockstar,DaBaby Featuring Roddy Ricch,4,1,20
9/12/2020,5,Blinding Lights,The Weeknd,5,1,40
9/12/2020,6,Watermelon Sugar,Harry Styles,7,1,24
9/12/2020,7,Whats Poppin,Jack Harlow Featuring DaBaby; Tory Lanez & Lil Wayne,6,2,30
9/12/2020,8,Mood,24kGoldn Featuring iann dior,12,8,4
9/12/2020,9,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,9,7,12
9/12/2020,10,Before You Go,Lewis Capaldi,10,10,31
9/12/2020,11,Roses,SAINt JHN,8,4,24
9/12/2020,12,I Hope,Gabby Barrett Featuring Charlie Puth,11,10,36
9/12/2020,13,Ice Cream,BLACKPINK X Selena Gomez,,13,1
9/12/2020,14,Go Crazy,Chris Brown & Young Thug,13,9,17
9/12/2020,15,Circles,Post Malone,16,1,53
9/12/2020,16,Break My Heart,Dua Lipa,14,13,23
9/12/2020,17,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,15,6,9
9/12/2020,18,Adore You,Harry Styles,17,6,39
9/12/2020,19,Come & Go,Juice WRLD x Marshmello,19,2,8
9/12/2020,20,Mood Swings,Pop Smoke Featuring Lil Tjay,18,17,9
9/12/2020,21,Tap In,Saweetie,31,21,8
9/12/2020,22,Be Like That,Kane Brown With Swae Lee & Khalid,26,22,8
9/12/2020,23,Don't Start Now,Dua Lipa,27,2,44
9/12/2020,24,Popstar,DJ Khaled Featuring Drake,21,3,7
9/12/2020,25,Die From A Broken Heart,Maddie & Tae,22,22,21
9/12/2020,26,Lovin' On You,Luke Combs,30,26,10
9/12/2020,27,If The World Was Ending,JP Saxe Featuring Julia Michaels,34,27,23
9/12/2020,28,The Bones,Maren Morris,25,12,50
9/12/2020,29,The Woo,Pop Smoke Featuring 50 Cent & Roddy Ricch,23,11,9
9/12/2020,30,Savage,Megan Thee Stallion,20,1,25
